Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_hijos,Año_registro,Total_gasto,Total_compras,Campañas_aceptadas,Cluster_KMeans,Clusters_Jerarquicos,Cluster_DBSCAN
Doctorado,Casado,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,55,2,2013,235,17,0,1,0,0
Licenciatura,Unión Libre,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,56,0,2013,1724,30,3,0,0,-1
Maestría,Divorciado,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,56,1,2013,235,11,0,1,1,0
Maestría,Casado,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,49,1,2014,1092,28,0,0,0,0
Licenciatura,Unión Libre,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,68,1,2013,599,17,0,0,0,0
Maestría,Soltero,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,66,0,2014,2008,19,1,0,0,-1
Licenciatura,Unión Libre,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,41,1,2012,48,6,0,1,1,0
Licenciatura,Casado,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,52,1,2012,1174,32,0,0,0,0
Doctorado,Unión Libre,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,76,1,2014,67,7,0,1,0,0
Licenciatura,Divorciado,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,71,1,2012,365,15,0,1,0,0
Licenciatura,Divorciado,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2014,6,0,0,0,0,-1
Licenciatura,Unión Libre,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,73,1,2014,165,10,0,1,0,0
Posgrado,Unión Libre,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,0,2012,210,11,0,1,0,0
Doctorado,Unión Libre,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,79,1,2013,1095,26,0,0,0,0
Doctorado,Soltero,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,60,3,2013,223,12,1,1,0,-1
Licenciatura,Unión Libre,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,63,1,2012,597,22,0,0,0,0
Licenciatura,Casado,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,1,2013,22,4,0,1,1,0
Licenciatura,Viudo,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,51,1,2013,1064,24,0,0,0,0
Básica,Casado,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,46,0,2012,74,6,0,1,1,0
Maestría,Unión Libre,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,70,0,2013,26,5,0,1,0,0
Licenciatura,Casado,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,0,2012,60,5,0,1,0,0
Doctorado,Unión Libre,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,52,1,2013,20,4,0,1,1,0
Básica,Soltero,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,39,1,2013,59,7,0,1,1,0
Doctorado,Casado,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,58,1,2013,34,5,0,1,1,0
Posgrado,Casado,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,55,2,2013,198,12,0,1,1,0
Doctorado,Casado,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,62,1,2013,1048,28,0,0,0,0
Maestría,Soltero,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,64,2,2013,574,21,0,1,0,0
Licenciatura,Viudo,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,56,1,2012,1029,17,0,0,0,0
Licenciatura,Casado,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,46,1,2013,670,20,0,0,0,0
Doctorado,Soltero,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,1,2012,990,16,0,0,0,0
Licenciatura,Casado,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,52,2,2014,11,4,0,1,1,0
Doctorado,Casado,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,63,1,2012,1241,21,2,0,0,0
Licenciatura,Soltero,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,47,0,2014,576,17,0,0,0,0
Posgrado,Casado,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,41,1,2013,172,12,2,1,1,-1
Doctorado,Soltero,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,46,0,2013,664,20,0,0,0,0
Licenciatura,Divorciado,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,63,1,2013,928,23,0,0,0,0
Licenciatura,Divorciado,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,59,0,2012,2074,30,0,0,0,-1
Posgrado,Unión Libre,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,44,0,2013,467,15,0,1,0,-1
Licenciatura,Unión Libre,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,71,1,2013,257,12,0,1,0,0
Licenciatura,Unión Libre,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,59,0,2013,1146,17,0,0,0,0
Doctorado,Divorciado,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,50,1,2013,689,20,0,0,0,0
Doctorado,Soltero,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,54,0,2012,2114,22,1,0,0,-1
Doctorado,Casado,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,44,0,2012,1717,44,0,0,0,-1
Doctorado,Unión Libre,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,37,0,2014,1346,21,2,0,0,-1
Doctorado,Unión Libre,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,57,0,2013,1044,15,0,0,0,0
Doctorado,Divorciado,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,66,1,2012,493,22,2,0,0,-1
Licenciatura,Soltero,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,56,0,2013,957,13,0,0,0,0
Maestría,Unión Libre,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,68,1,2013,270,12,0,1,1,0
Básica,Unión Libre,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,74,0,2013,29,5,0,1,0,-1
Maestría,Viudo,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,77,2,2013,121,9,1,1,1,-1
Maestría,Casado,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,65,2,2013,126,8,0,1,1,0
Licenciatura,Soltero,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,31,0,2014,23,4,0,1,1,0
Doctorado,Soltero,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,77,2,2013,57,8,1,1,1,-1
Licenciatura,Soltero,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,65,0,2013,636,20,0,0,0,0
Licenciatura,Unión Libre,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,66,0,2014,1004,28,1,0,0,0
Licenciatura,Divorciado,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,53,1,2013,734,20,0,0,0,0
Licenciatura,Casado,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,48,2,2014,614,20,0,1,0,0
Licenciatura,Divorciado,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,48,1,2014,1453,21,1,0,0,0
Maestría,Soltero,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,38,0,2014,1621,15,4,0,0,-1
Maestría,Divorciado,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,58,1,2013,187,12,0,1,1,0
Licenciatura,Casado,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,1,2013,1443,22,2,0,0,0
Doctorado,Divorciado,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,56,1,2014,57,6,0,1,1,0
Licenciatura,Divorciado,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,75,1,2013,637,20,0,0,0,0
Doctorado,Unión Libre,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,78,1,2013,948,14,1,0,0,0
Maestría,Casado,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,55,1,2013,59,5,2,1,1,0
Licenciatura,Casado,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,40,1,2013,18,4,0,1,1,0
Maestría,Soltero,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,61,1,2012,903,26,0,0,0,0
Licenciatura,Soltero,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,51,1,2013,112,8,0,1,1,0
Licenciatura,Unión Libre,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,73,0,2013,596,20,0,0,0,0
Licenciatura,Unión Libre,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,44,1,2013,233,13,0,1,0,0
Doctorado,Casado,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,51,0,2012,1511,11,0,0,0,0
Posgrado,Divorciado,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,66,0,2012,1152,17,2,0,0,-1
Licenciatura,Unión Libre,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,1,2013,48,7,0,1,1,0
Licenciatura,Divorciado,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,56,1,2013,1185,31,0,0,0,0
Licenciatura,Soltero,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,68,2,2014,21,4,0,1,1,0
Maestría,Casado,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,61,1,2012,965,16,0,0,0,0
Licenciatura,Casado,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,72,0,2013,869,21,0,0,0,0
Doctorado,Casado,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,42,1,2014,16,6,0,1,1,0
Licenciatura,Casado,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,61,0,2013,1947,16,0,0,0,0
Licenciatura,Casado,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,50,1,2012,71,12,2,1,1,0
Licenciatura,Casado,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,60,1,2014,65,6,0,1,1,0
Licenciatura,Casado,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,71,0,2013,1380,24,1,0,0,0
Maestría,Divorciado,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,50,0,2014,1027,23,0,0,0,-1
Maestría,Casado,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,61,3,2013,411,21,0,1,0,0
Licenciatura,Unión Libre,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,35,0,2013,836,26,1,0,0,-1
Doctorado,Divorciado,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,77,2,2013,11,4,0,1,1,0
Doctorado,Unión Libre,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,73,2,2012,480,23,0,1,0,0
Licenciatura,Casado,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,2,2013,606,23,0,0,0,0
Doctorado,Divorciado,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,78,3,2013,284,16,0,1,1,-1
Licenciatura,Divorciado,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,53,2,2013,1472,14,3,0,0,-1
Licenciatura,Casado,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,77,0,2014,1677,26,4,0,0,-1
Licenciatura,Casado,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,53,1,2013,1335,19,0,0,0,0
Maestría,Unión Libre,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,74,1,2014,334,13,0,1,1,0
Básica,Casado,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,37,1,2013,18,4,0,1,1,0
Licenciatura,Unión Libre,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,57,1,2012,1338,20,0,0,0,0
Doctorado,Soltero,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,73,1,2013,1099,30,0,0,0,0
Maestría,Unión Libre,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,70,2,2013,97,8,0,1,1,0
Doctorado,Soltero,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,76,3,2014,63,9,0,1,1,-1
Posgrado,Unión Libre,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,48,1,2013,109,9,0,1,1,0
Licenciatura,Casado,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,62,0,2014,902,21,1,0,0,0
Licenciatura,Unión Libre,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,74,0,2013,1574,20,1,0,0,0
Posgrado,Casado,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,51,1,2013,38,9,0,1,1,0
Licenciatura,Soltero,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,31,0,2014,960,24,0,0,0,0
Licenciatura,Soltero,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,56,1,2013,28,4,1,1,1,0
Posgrado,Casado,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,72,0,2014,1215,28,2,0,0,-1
Doctorado,Unión Libre,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,54,0,2013,1497,22,0,0,0,0
Doctorado,Unión Libre,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,68,1,2013,449,17,0,1,0,0
Licenciatura,Viudo,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,51,1,2013,1064,24,0,0,0,0
Licenciatura,Casado,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,57,0,2013,1757,25,4,0,0,-1
Licenciatura,Unión Libre,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,47,0,2014,1440,21,0,0,0,0
Posgrado,Unión Libre,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,48,0,2013,1006,24,0,0,0,-1
Doctorado,Unión Libre,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,54,1,2012,1226,23,1,0,0,0
Licenciatura,Casado,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,62,1,2013,1171,20,0,0,0,0
Maestría,Casado,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,47,1,2013,92,8,0,1,1,0
Doctorado,Casado,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,67,1,2014,99,8,0,1,0,0
Posgrado,Casado,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,45,1,2013,66,8,0,1,1,0
Licenciatura,Soltero,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,59,2,2014,564,19,0,0,0,0
Maestría,Casado,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,38,0,2013,1427,21,0,0,0,0
Doctorado,Soltero,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,48,1,2013,86,6,2,1,1,0
Licenciatura,Soltero,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,74,0,2014,833,19,0,0,0,0
Licenciatura,Casado,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,71,1,2013,242,12,0,1,0,0
Licenciatura,Casado,74985.0,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,49,0,2012,1869,17,0,0,0,0
Licenciatura,Unión Libre,67430.0,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,39,0,2012,1364,29,0,0,0,0
Posgrado,Casado,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,61,1,2013,183,8,0,1,1,0
Maestría,Casado,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,70,1,2013,450,18,0,0,0,0
Licenciatura,Casado,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,47,1,2013,758,21,0,0,0,0
Doctorado,Casado,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,75,0,2013,1507,20,0,0,0,0
Licenciatura,Soltero,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,61,2,2013,654,25,1,0,0,0
Licenciatura,Casado,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,54,2,2013,81,9,0,1,1,0
Doctorado,Unión Libre,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,69,1,2012,137,1,0,1,1,-1
Licenciatura,Unión Libre,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,73,2,2013,16,4,0,1,1,0
Doctorado,Soltero,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,61,1,2013,93,8,0,1,1,0
Doctorado,Unión Libre,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,68,0,2014,1158,18,0,0,0,0
Maestría,Soltero,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,71,2,2013,43,6,0,1,1,0
Licenciatura,Soltero,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,55,1,2013,1525,22,0,0,0,0
Doctorado,Soltero,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,52,0,2014,1230,19,0,0,0,0
Licenciatura,Unión Libre,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,50,2,2014,29,6,0,1,1,0
Licenciatura,Soltero,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,56,1,2014,25,5,0,1,1,0
Licenciatura,Casado,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,54,1,2014,24,4,0,1,1,0
Licenciatura,Unión Libre,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,54,1,2013,38,5,0,1,1,0
Básica,Casado,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,40,1,2012,57,7,0,1,1,0
Maestría,Unión Libre,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,66,2,2014,47,12,0,1,1,0
Doctorado,Divorciado,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,58,1,2013,813,24,2,0,0,-1
Maestría,Casado,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,48,1,2014,629,22,1,0,0,0
Licenciatura,Divorciado,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,50,1,2012,377,17,0,1,1,0
Maestría,Unión Libre,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,81,0,2013,1612,14,0,0,0,0
Doctorado,Casado,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,69,0,2012,729,17,4,0,0,-1
Licenciatura,Soltero,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,76,0,2013,50,6,1,1,0,-1
Licenciatura,Casado,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,48,2,2013,270,15,0,1,0,0
Licenciatura,Soltero,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,65,1,2013,177,9,0,1,0,0
Maestría,Soltero,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,64,0,2013,315,13,1,1,0,-1
Doctorado,Casado,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,72,1,2014,767,23,0,0,0,0
Posgrado,Divorciado,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,61,1,2012,1071,26,0,0,0,0
Licenciatura,Unión Libre,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,53,0,2013,1580,24,0,0,0,0
Licenciatura,Casado,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,58,1,2013,60,10,0,1,1,0
Maestría,Casado,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,56,1,2013,573,21,0,0,0,0
Licenciatura,Viudo,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,70,2,2013,41,5,0,1,1,0
Licenciatura,Casado,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,75,2,2013,170,10,0,1,1,0
Doctorado,Soltero,82716.0,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,82,0,2013,1167,28,0,0,0,-1
Licenciatura,Casado,48192.0,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,68,0,2013,1526,25,4,0,0,-1
Maestría,Casado,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,50,2,2013,458,21,0,1,0,0
